customer_email,customer_name,age,monthly_income_eur,tenure_months,discount_sensitivity,engagement_score,total_orders_12m,total_revenue_12m,arpu_12m,recency_days_last_purchase,impressions_90d,clicks_90d,conversions_90d,spend_90d,opened_emails_90d,clicked_emails_90d,churned,nps,country,gender,channel_preference,product_category_top
user_85@example.com,Customer Name 85,25,6678,5,-0.20237090274598413,0.5156462143043159,58,747.38,62.28,138,869,60,16,219.55,22,0,0,9,NL,male,push_app,bundle
user_937@example.com,Customer Name 937,49,6494,80,-1.5761324726277126,1.071312603798384,61,3816.0899999999997,318.01,21,344,12,3,391.14,8,0,0,7,ES,male,web_display,mobile
user_1172@example.com,Customer Name 1172,51,2028,81,0.518792345488335,0.688600651543894,5,209.22,17.44,101,1139,41,10,72.54,13,0,0,3,FR,male,push_app,tv
user_244@example.com,Customer Name 244,21,1572,61,1.8697690006064325,1.5211361797265333,22,1122.1200000000001,93.51,4,867,115,14,399.73,26,10,0,5,FR,female,web_display,bundle
user_1142@example.com,Customer Name 1142,40,1286,81,-1.3801747816714658,-2.3935788990645426,2,90.29,7.52,307,1263,83,11,330.89,21,5,1,3,DE,female,social,internet
user_1199@example.com,Customer Name 1199,46,1271,58,1.8202112655489044,-0.16683563065510418,23,1031.84,85.99,3,1498,43,10,450.38,10,1,0,1,NL,male,sms,mobile
user_1141@example.com,Customer Name 1141,27,5573,79,-1.1943857230995272,2.3915951385103607,64,1930.96,160.91,2,1944,108,23,406.26,9,1,0,9,FR,female,push_app,mobile
user_378@example.com,Customer Name 378,46,1747,46,1.7653067010659043,0.9621057245126367,10,506.25,42.19,29,1653,226,44,701.76,4,1,0,9,FR,female,sms,tv
user_1082@example.com,Customer Name 1082,56,6208,97,-0.7560462447510994,0.4206940603164613,32,2558.55,213.21,119,1556,207,23,601.65,4,1,0,9,DE,male,web_display,mobile
user_738@example.com,Customer Name 738,49,5502,38,-2.218262502396982,2.617516821066968,66,3765.47,313.79,22,599,11,1,265.57,0,0,0,8,ES,other,social,mobile
user_588@example.com,Customer Name 588,43,1512,27,1.5745169727960024,-0.23228955649383248,8,385.46,32.12,86,618,6,0,29.81,24,11,0,4,NL,female,push_app,internet
user_921@example.com,Customer Name 921,64,4396,100,-0.22200365371117137,1.8362823477952388,30,1957.41,163.12,74,924,108,30,327.61,8,1,0,9,IT,female,push_app,tv
user_1175@example.com,Customer Name 1175,20,6305,24,-1.4925475821261425,2.582403312404101,57,2903.11,241.93,19,393,26,5,215.22,15,3,0,10,ES,female,social,internet
user_598@example.com,Customer Name 598,28,4181,36,-0.5979215769201058,0.706662640311057,50,3378.81,281.57,83,1432,176,19,347.86,1,0,0,9,FR,female,social,bundle
user_812@example.com,Customer Name 812,28,6570,117,-1.141315741645328,2.339303148868518,39,2137.02,178.08,12,775,18,2,568.91,9,2,0,9,FR,female,web_display,bundle
user_1065@example.com,Customer Name 1065,27,1524,35,1.051645948776846,0.25334386848084245,19,1476.99,123.08,84,607,39,1,76.16,16,5,0,2,ES,male,push_app,mobile
user_843@example.com,Customer Name 843,31,1443,107,1.6301147901934017,-1.4225467807123142,18,986.44,82.2,167,182,3,0,2.71,15,6,0,9,NL,female,push_app,bundle
user_112@example.com,Customer Name 112,68,2292,83,2.7125493655371598,0.035329108154358524,19,755.1,62.92,34,746,23,6,203.76999999999998,18,0,0,1,ES,female,social,tv
user_1165@example.com,Customer Name 1165,45,1133,115,1.691319288622346,1.1625777726406277,13,366.88,30.57,12,671,17,0,84.97999999999999,20,3,0,7,IT,female,sms,bundle
user_64@example.com,Customer Name 64,31,1960,74,0.08375340350371763,-1.079853550792643,3,113.48,9.46,36,348,40,2,206.49,25,6,1,2,FR,female,sms,bundle
user_1018@example.com,Customer Name 1018,51,2475,60,1.6864076716648135,0.19215840526843314,19,953.74,79.48,9,1848,164,18,540.41,14,5,0,3,IT,female,web_display,internet
user_182@example.com,Customer Name 182,23,1294,8,1.909823012887135,0.6849370085895966,20,1295.42,107.95,51,1329,87,17,441.08,11,4,0,4,IT,male,sms,bundle
user_778@example.com,Customer Name 778,45,7581,37,-0.6297302701522117,2.253410381202917,38,2182.06,181.84,33,611,73,12,323.46999999999997,28,0,0,10,ES,male,sms,internet
user_607@example.com,Customer Name 607,41,1652,113,0.9310865625078644,0.37204270894733804,22,1418.96,118.25,2,1830,180,29,639.26,16,3,0,2,IT,female,push_app,tv
user_16@example.com,Customer Name 16,41,7416,17,-1.247097477085077,0.37500197527860046,54,3312.59,276.05,18,1849,261,52,699.77,9,1,0,2,DE,female,web_display,bundle
user_900@example.com,Customer Name 900,68,5718,27,-0.8506358747771456,2.0462071740640293,37,2352.93,196.08,27,1641,44,10,205.56,16,5,0,10,DE,male,web_display,bundle
user_878@example.com,Customer Name 878,19,6306,108,-0.2915445260529978,2.696033715499796,43,1931.26,160.94,47,1376,59,9,343.85,26,11,0,9,FR,female,social,mobile
user_157@example.com,Customer Name 157,68,5033,32,-0.4917260166385169,1.7522591479630665,36,752.52,62.71,37,1140,135,8,312.71,3,0,0,9,IT,female,push_app,tv
user_493@example.com,Customer Name 493,64,7995,50,-1.2139652975552442,0.23269961966585276,51,2637.7400000000002,219.81,17,1271,115,6,222.18,6,2,0,8,ES,female,push_app,mobile
user_307@example.com,Customer Name 307,33,6312,89,-0.4171363032338069,1.0394060810980386,42,1396.74,116.4,46,1532,22,1,261.86,23,2,0,10,IT,female,push_app,bundle
user_1193@example.com,Customer Name 1193,60,1031,54,1.4720419825859035,0.29737262677539233,18,1183.98,98.67,127,121,3,0,14.62,13,0,0,8,FR,female,web_display,mobile
user_1054@example.com,Customer Name 1054,53,1015,37,1.7661156199260037,0.050258121370813647,14,542.0799999999999,45.17,11,547,60,16,500.4,2,0,0,5,NL,female,web_display,mobile
user_1026@example.com,Customer Name 1026,35,1606,6,2.06308811207319,-0.1285353269184767,24,1284.09,107.01,27,1525,227,57,1221.1299999999999,23,2,0,9,ES,male,web_display,mobile
user_610@example.com,Customer Name 610,52,1951,10,1.6145735163985462,0.9516792828199401,18,765.29,63.77,135,1630,18,1,70.46,14,1,0,7,IT,male,social,tv
user_275@example.com,Customer Name 275,57,7411,53,-1.846935568440986,2.8630403658463655,54,2243.97,187.0,21,1500,112,18,638.29,21,3,0,8,ES,male,web_display,tv
user_128@example.com,Customer Name 128,50,5946,104,-0.31363565715936803,1.9167729244210725,35,1466.9499999999998,122.25,1,1781,254,58,1396.03,24,4,0,8,ES,female,web_display,tv
user_623@example.com,Customer Name 623,30,2279,77,1.542786797814883,0.18916548966378044,20,299.85,24.99,137,191,16,4,8.98,7,2,0,4,FR,male,push_app,tv
user_892@example.com,Customer Name 892,51,1973,93,1.9630097994718103,1.3519107341667402,22,1143.03,95.25,7,1191,58,16,412.73,12,0,0,4,IT,female,push_app,tv
user_1186@example.com,Customer Name 1186,53,1164,56,1.5471507422777304,0.8095492623023689,19,593.5,49.46,10,699,90,11,417.94,13,2,0,2,ES,male,push_app,internet
user_191@example.com,Customer Name 191,42,2312,74,1.695656197933948,-0.2909833953104872,21,1359.87,113.32,15,861,112,6,341.12,1,0,0,4,ES,male,push_app,bundle
user_156@example.com,Customer Name 156,30,1576,79,2.264500190576994,0.7686149438519652,14,649.21,54.1,39,1892,269,55,780.65,6,1,0,9,IT,male,sms,tv
user_578@example.com,Customer Name 578,63,5588,45,-0.25203836361296017,-1.8863549635980275,13,814.5999999999999,67.88,14,1568,152,10,1240.6200000000001,20,0,1,3,ES,female,social,bundle
user_904@example.com,Customer Name 904,21,4428,35,-0.19060454491374604,1.6615575460847465,32,1699.95,141.66,16,678,61,3,246.24,1,0,0,9,NL,male,social,mobile
user_23@example.com,Customer Name 23,55,1032,4,0.8588179627062893,0.4064030914435506,14,643.8299999999999,53.65,26,867,118,31,455.85,11,0,1,3,NL,male,web_display,internet
user_979@example.com,Customer Name 979,39,2146,6,1.065298208546394,0.750901684809384,16,927.82,77.32,29,1295,123,0,312.6,0,0,0,5,DE,male,push_app,internet
user_649@example.com,Customer Name 649,36,7212,49,-0.28980786245840695,2.329156334209877,52,2965.2899999999995,247.11,16,1801,31,3,228.89,2,0,0,10,IT,female,sms,tv
user_469@example.com,Customer Name 469,49,1555,48,1.9956878476861468,0.16567890402151952,23,418.77,34.9,58,157,12,3,141.15,17,4,0,7,NL,female,social,mobile
user_693@example.com,Customer Name 693,55,5034,35,-0.503651548065739,2.97041404527387,43,950.34,79.2,24,882,118,14,566.5600000000001,28,9,0,9,NL,other,push_app,internet
user_556@example.com,Customer Name 556,37,4549,72,-1.852020773285651,2.0541024928673917,64,1512.0,126.0,25,1265,49,1,433.62,22,8,0,8,ES,other,web_display,mobile
user_699@example.com,Customer Name 699,39,4181,39,-1.4608179830116577,2.924039720143999,55,3809.76,317.48,5,1963,117,21,786.71,10,4,0,9,FR,female,web_display,internet
user_224@example.com,Customer Name 224,66,1219,112,-0.6795180271513495,-0.5619629014207522,7,448.8,37.4,17,112,10,1,275.88,22,8,1,4,NL,male,web_display,mobile
user_155@example.com,Customer Name 155,59,4866,107,0.013987497516529834,0.6316982675253857,54,1546.36,128.86,170,1510,216,20,726.53,6,2,0,10,ES,female,sms,internet
user_915@example.com,Customer Name 915,30,4335,101,-1.1367312289939493,2.2357401036472897,59,1660.8999999999999,138.41,43,1064,153,24,839.0,12,4,0,9,ES,male,web_display,mobile
user_1091@example.com,Customer Name 1091,53,814,86,1.4611742037004296,0.10862191019945455,9,602.53,50.21,108,1912,196,54,864.13,26,0,0,3,NL,female,push_app,internet
user_376@example.com,Customer Name 376,45,916,51,1.013523146373696,0.6174969114288547,17,715.78,59.65,6,717,46,2,144.3,0,0,0,9,IT,male,web_display,bundle
user_1056@example.com,Customer Name 1056,58,6343,96,-0.7144265975069257,1.9462081899242791,44,2503.37,208.61,27,225,18,4,111.34,14,3,0,8,FR,male,social,mobile
user_194@example.com,Customer Name 194,18,828,64,2.3256191732865155,0.07863302131953678,12,335.88,27.99,36,1312,63,4,340.37,24,5,0,7,IT,male,web_display,internet
user_631@example.com,Customer Name 631,37,4349,73,1.4709706226395691,-1.5233673574917352,5,195.74,16.31,380,653,65,7,235.33,18,8,0,5,IT,female,web_display,mobile
user_686@example.com,Customer Name 686,26,1805,116,1.060600292928435,-0.011170643835641814,12,781.87,65.16,93,1192,175,23,423.2,11,4,0,9,ES,female,push_app,internet
user_949@example.com,Customer Name 949,18,1626,25,1.5485724341769902,0.6707746444414779,9,548.88,45.74,135,358,18,4,29.2,0,0,0,4,FR,male,sms,internet
user_845@example.com,Customer Name 845,63,7491,4,-0.400117572506383,1.1223583438025089,34,395.14,32.93,6,837,99,10,323.08,9,2,0,5,FR,female,sms,mobile
user_133@example.com,Customer Name 133,52,1048,53,1.2068888466543892,0.33954257615094974,31,2066.79,172.23,15,1951,106,13,553.76,16,1,0,5,ES,female,social,internet
user_35@example.com,Customer Name 35,33,5858,95,-0.36047368705390903,3.1179025341757507,32,1094.52,91.21,20,1410,136,24,533.74,29,7,0,9,DE,male,sms,bundle
user_1075@example.com,Customer Name 1075,51,2327,107,1.7736607331983776,0.8553842585897768,10,629.3199999999999,52.44,23,551,46,0,458.61,2,0,0,8,NL,female,sms,bundle
user_832@example.com,Customer Name 832,22,1012,78,0.9162944065768672,0.745745614065239,14,728.1999999999999,60.68,2,152,3,0,101.36999999999999,15,4,0,2,FR,male,sms,mobile
user_592@example.com,Customer Name 592,68,4940,17,-2.0348791180295542,2.1898586857993365,50,981.36,81.78,29,851,72,0,438.34000000000003,9,2,0,9,ES,female,social,bundle
user_255@example.com,Customer Name 255,65,2181,99,1.603879461185767,1.4401574405269888,19,758.91,63.24,58,893,21,6,77.55,14,3,0,3,ES,male,push_app,mobile
user_355@example.com,Customer Name 355,55,4920,78,-0.3593776628542913,-1.638689977292794,2,114.85,9.57,361,1545,97,15,367.38,0,0,1,1,FR,female,push_app,tv
user_383@example.com,Customer Name 383,54,5799,8,-1.8478147872332564,2.184103231956723,63,1184.59,98.72,6,691,18,2,276.04,26,6,0,10,FR,male,push_app,internet
user_917@example.com,Customer Name 917,60,4373,8,-1.2500505987647346,1.4692235731121246,60,3130.07,260.84,43,399,52,9,211.64,29,8,0,8,FR,male,sms,bundle
user_104@example.com,Customer Name 104,24,4442,119,-0.30277519469012076,2.912609274397796,56,3038.57,253.21,9,298,28,6,260.45,11,1,0,8,FR,female,push_app,tv
user_284@example.com,Customer Name 284,40,1035,36,0.6373317912452297,1.4361485568696561,23,894.1899999999999,74.52,18,904,37,10,294.2,10,2,0,9,DE,female,social,mobile
user_396@example.com,Customer Name 396,20,1081,121,2.3128543718182946,-0.6898491840231504,9,539.05,44.92,88,1250,118,21,485.36,2,0,0,10,IT,male,push_app,mobile
user_1108@example.com,Customer Name 1108,62,4610,5,-0.6565834932015628,-1.4775203289559449,2,52.77,4.4,338,954,36,3,99.0,6,0,1,1,FR,female,social,tv
user_221@example.com,Customer Name 221,56,1862,117,0.6219383485155645,1.4418454615942102,26,1256.5700000000002,104.71,22,663,25,6,446.22999999999996,0,0,0,9,NL,female,push_app,internet
user_52@example.com,Customer Name 52,67,1268,63,2.066700323713987,1.7932604693347085,10,310.75,25.9,30,652,19,3,186.61,3,0,0,2,ES,female,sms,bundle
user_1201@example.com,Customer Name 1201,34,2361,22,-1.2028589582647837,-1.5434491265008696,2,127.05,10.59,316,1832,45,11,113.88,3,1,1,4,IT,female,social,mobile
user_1202@example.com,Customer Name 1202,39,7605,71,1.0760784030825632,-1.7242849237764994,5,273.19,22.77,349,1554,215,35,494.89,25,2,1,2,FR,male,push_app,internet
user_1203@example.com,Customer Name 1203,42,7086,24,1.0735368917107855,-2.358162922470087,2,154.11,12.84,321,1144,154,40,712.98,4,0,1,3,ES,female,web_display,bundle
user_1204@example.com,Customer Name 1204,20,4595,66,0.1777072397783086,1.4553767966238347,29,1152.31,96.03,37,242,33,7,69.84,6,0,0,9,FR,male,push_app,tv
user_1205@example.com,Customer Name 1205,44,1374,96,-0.758796536320278,-2.3548198108947664,2,158.92,13.24,209,1883,213,35,927.19,5,1,1,4,DE,female,web_display,mobile
user_1206@example.com,Customer Name 1206,44,2342,85,1.22344502713693,0.7596564213814978,18,1112.9,92.74,110,967,24,5,109.51,12,2,0,7,NL,female,web_display,internet
user_1207@example.com,Customer Name 1207,63,1261,61,2.0047418986539696,0.10958719692758856,13,836.41,69.7,31,452,32,0,87.93,18,3,0,6,ES,female,sms,tv
user_1208@example.com,Customer Name 1208,29,4175,7,-1.939136479618158,2.0612639992628816,45,530.97,44.25,119,1588,45,0,113.0,9,0,0,8,NL,female,social,bundle
user_1209@example.com,Customer Name 1209,32,2175,72,1.7128730242903893,0.08616434167878695,16,717.09,59.76,50,1116,165,4,647.56,14,5,0,2,DE,male,social,tv
user_1210@example.com,Customer Name 1210,55,3158,117,-0.06190259870374737,-0.7661291476380669,2,93.97,7.83,323,567,32,4,117.95,2,0,1,3,ES,male,sms,bundle
user_1211@example.com,Customer Name 1211,37,7888,115,-0.5787098875782144,2.277488282420215,57,731.99,61.0,93,1636,150,10,296.76,17,4,0,8,FR,male,sms,tv
user_1212@example.com,Customer Name 1212,39,7094,38,-0.8532313210309976,0.9826812088337369,35,1114.72,92.89,43,1587,189,55,181.72,13,1,0,6,ES,male,sms,mobile
user_1213@example.com,Customer Name 1213,19,6036,21,-1.9319891742013682,1.365483054516044,29,2229.96,185.83,23,976,135,21,228.4,2,0,0,9,FR,other,push_app,mobile
user_1214@example.com,Customer Name 1214,21,4271,8,-0.03836897381018378,0.6696853295635337,60,2389.67,199.14,70,1973,228,45,248.44,10,4,0,8,IT,male,push_app,internet
user_1215@example.com,Customer Name 1215,62,1098,89,1.2865346861009817,0.054281692326695774,6,138.41,11.53,84,1517,158,13,288.55,9,0,0,4,ES,female,push_app,internet
user_1216@example.com,Customer Name 1216,30,6313,28,-0.5895093343483403,-1.570985814181464,3,137.8,11.48,231,1018,76,7,127.54,28,0,1,3,ES,male,push_app,tv
user_1217@example.com,Customer Name 1217,49,6192,92,-0.11816641325733745,2.3386535839459577,45,556.36,46.36,2,1909,180,18,606.55,16,3,0,10,FR,female,push_app,tv
user_1218@example.com,Customer Name 1218,39,1762,54,2.2423181062863424,0.07914077964519373,20,922.38,76.87,88,1876,43,9,206.19,12,4,0,9,FR,female,social,internet
user_1219@example.com,Customer Name 1219,42,2209,31,0.6819753898892413,0.2039921507657534,9,464.39,38.7,55,1181,157,22,562.98,24,5,0,9,IT,male,social,internet
user_1220@example.com,Customer Name 1220,44,6005,116,-0.6439933494552603,1.5654782282858726,46,1611.78,134.31,11,1249,107,16,499.68,1,0,0,9,IT,female,web_display,tv
user_1221@example.com,Customer Name 1221,34,928,100,2.36832173572855,0.44368205891786094,13,823.94,68.66,43,940,14,2,56.4,27,9,0,1,ES,male,social,tv
user_1222@example.com,Customer Name 1222,23,7582,89,-1.4987470962948084,1.6888676362263844,43,838.5,69.87,83,977,135,31,509.69,12,3,0,9,FR,female,sms,tv
user_1223@example.com,Customer Name 1223,60,1463,116,1.1970264311483603,0.3490223868705321,12,857.67,71.47,32,1584,124,3,293.05,18,6,0,5,ES,female,social,mobile
user_1224@example.com,Customer Name 1224,68,5254,41,-0.8611221247358603,2.1514704277366175,37,2844.6,237.05,62,151,19,4,37.27,4,0,0,8,DE,male,sms,bundle
user_1225@example.com,Customer Name 1225,33,1642,37,1.3476962248934004,-0.1041347764682714,13,131.12,10.93,3,1111,144,24,620.39,15,5,0,5,FR,female,social,bundle
user_1226@example.com,Customer Name 1226,25,6699,38,-0.04078912935282686,2.0366281064309737,37,2552.65,212.72,13,1858,230,46,1052.08,9,2,0,8,ES,male,push_app,internet
user_1227@example.com,Customer Name 1227,50,1764,51,-0.9301018486819407,-2.221444654431277,3,136.28,11.36,213,913,16,1,40.54,11,2,1,3,ES,female,social,mobile
user_1228@example.com,Customer Name 1228,27,2934,76,0.15870957794358898,-1.128040680863158,5,211.49,17.62,246,1998,89,10,48.13,19,5,1,3,ES,male,web_display,tv
user_1229@example.com,Customer Name 1229,51,4837,37,-1.6184856589297676,1.66349805176426,54,1442.21,120.18,22,368,48,3,195.19,12,1,0,8,ES,female,push_app,tv
user_1230@example.com,Customer Name 1230,36,2283,101,0.9114676505048758,0.4578930390666477,14,578.38,48.2,85,195,26,7,46.35,20,2,0,3,IT,female,push_app,internet
user_1231@example.com,Customer Name 1231,31,7235,31,-0.5755498634199019,0.8661556674133726,46,3520.38,293.36,38,372,27,4,14.7,15,0,0,3,NL,male,web_display,internet
user_1232@example.com,Customer Name 1232,20,1817,62,1.4686866360461928,-0.13154927948530504,16,396.08,33.01,86,1446,103,30,424.61,21,4,0,2,FR,male,social,mobile
user_1233@example.com,Customer Name 1233,58,5108,18,-1.6780521813005465,1.5748172304242765,54,1216.78,101.4,33,1696,58,8,164.05,20,4,0,10,IT,female,social,bundle
user_1234@example.com,Customer Name 1234,40,2041,90,2.4330274071777165,-0.12119645858821343,7,188.53,15.71,54,1956,284,18,1017.7,25,9,0,6,IT,male,web_display,bundle
user_1235@example.com,Customer Name 1235,57,7330,6,-1.9928124401986445,2.467735132471933,60,2917.7,243.14,21,1816,72,10,332.36,0,0,0,8,FR,female,push_app,tv
user_1236@example.com,Customer Name 1236,28,4773,9,-0.9995267550911588,2.3556114210941734,41,3079.96,256.66,116,232,8,0,23.48,21,9,0,8,ES,female,web_display,internet
user_1237@example.com,Customer Name 1237,64,6255,11,-1.0749149721993654,1.5222368175902015,42,2107.21,175.6,55,1027,105,28,290.26,8,1,0,10,ES,female,sms,mobile
user_1238@example.com,Customer Name 1238,23,5088,95,-0.618152003290261,2.463155275996138,28,757.23,63.1,27,188,8,1,14.46,15,2,0,10,NL,male,sms,tv
user_1239@example.com,Customer Name 1239,51,1802,119,1.2737693833282884,0.2145522322934741,8,326.65,27.22,94,784,110,23,206.07,18,0,0,8,NL,male,social,bundle
user_1240@example.com,Customer Name 1240,18,4489,110,-1.205063147304403,0.8622094560104101,33,1231.82,102.65,21,923,10,1,40.84,14,4,0,3,ES,male,push_app,bundle
user_1241@example.com,Customer Name 1241,52,2417,2,-1.3768961538260869,-0.8974004239709679,1,13.26,1.1,272,104,1,0,2.52,17,6,1,1,ES,male,sms,mobile
user_1242@example.com,Customer Name 1242,42,943,29,1.5704452733459218,-0.338807558098912,13,594.68,49.56,13,456,36,10,44.49,21,9,0,10,NL,male,web_display,tv
user_1243@example.com,Customer Name 1243,46,4521,110,-0.48920660368218605,2.3514956197593078,31,583.43,48.62,98,1466,114,9,105.49,11,1,0,9,FR,female,social,mobile
user_1244@example.com,Customer Name 1244,40,1219,51,1.633134678898452,0.8369673080030489,6,413.74,34.48,120,303,9,2,23.65,13,1,0,5,NL,male,social,tv
user_1245@example.com,Customer Name 1245,35,820,106,1.7487200456793897,0.006408840158986795,8,387.42,32.28,37,1797,142,24,368.11,2,0,0,1,ES,female,push_app,bundle
user_1246@example.com,Customer Name 1246,31,1367,69,0.9609766635363937,0.14470396459862878,14,967.71,80.64,40,1696,114,33,392.22,3,1,0,10,DE,female,sms,internet
user_1247@example.com,Customer Name 1247,34,2066,23,1.207102877509117,0.8917773092457928,13,1000.0,83.33,70,570,76,18,199.11,5,2,0,6,NL,female,social,internet
user_1248@example.com,Customer Name 1248,19,4968,100,-0.7149359829963806,0.5459081315057015,34,2584.79,215.4,89,563,6,1,6.87,15,1,0,10,ES,male,web_display,bundle
user_1249@example.com,Customer Name 1249,48,7122,7,0.12607936870502412,0.843684670414184,39,664.17,55.35,71,596,87,15,242.3,27,9,0,3,IT,female,sms,internet
user_1250@example.com,Customer Name 1250,36,1584,56,0.5348811440836387,0.31256691310141194,11,837.51,69.79,82,801,78,4,357.28,12,0,0,4,ES,male,social,internet
user_1251@example.com,Customer Name 1251,49,3394,77,0.7213683265626187,-2.1792084412101245,5,328.51,27.38,197,936,29,4,35.31,11,2,1,1,FR,male,social,tv
user_1252@example.com,Customer Name 1252,45,5620,106,0.9286510009972098,-0.5426550064372122,3,193.31,16.11,199,162,2,0,7.21,21,1,0,5,IT,female,sms,mobile
user_1253@example.com,Customer Name 1253,58,4510,62,-1.1059151553650077,0.9923859066573122,31,505.58,42.13,20,1679,143,33,453.65,11,3,0,6,FR,female,sms,tv
user_1254@example.com,Customer Name 1254,25,1295,74,2.2837703551879986,0.41441080904352523,19,428.75,35.73,112,338,14,0,54.16,1,0,0,10,IT,male,push_app,mobile
user_1255@example.com,Customer Name 1255,59,6570,100,-1.1778392716534056,-0.66474893360821,3,234.78,19.57,211,639,33,4,38.86,28,0,1,1,ES,male,web_display,mobile
user_1256@example.com,Customer Name 1256,58,4978,80,-0.10603044838178222,1.3703865644281739,44,1097.18,91.43,110,297,13,0,61.58,12,1,0,9,IT,male,push_app,internet
user_1257@example.com,Customer Name 1257,57,1591,15,0.7007332272422642,-0.17991828286445816,19,414.84,34.57,120,880,88,23,289.9,2,0,0,3,FR,female,push_app,mobile
user_1258@example.com,Customer Name 1258,56,967,53,1.3850551120994319,0.5686375175878375,18,636.56,53.05,1,1806,158,7,681.27,12,1,0,10,NL,female,web_display,mobile
user_1259@example.com,Customer Name 1259,39,2313,43,2.0013883617544566,0.7758795725001346,17,1256.89,104.74,31,129,2,0,3.22,24,0,0,1,ES,male,web_display,bundle
user_1260@example.com,Customer Name 1260,41,847,83,1.8466223253536198,-0.1923068514264416,13,563.34,46.94,9,765,64,5,244.95,1,0,0,6,FR,male,push_app,mobile
user_1261@example.com,Customer Name 1261,55,1652,85,-0.4731337952148911,-1.6266994209649004,5,372.2,31.02,249,1332,160,17,642.34,18,7,1,3,FR,female,sms,bundle
user_1262@example.com,Customer Name 1262,19,4084,35,-1.1466185223752134,1.5151186677163515,56,1870.61,155.88,23,1186,25,7,57.21,8,1,0,9,FR,male,web_display,tv
user_1263@example.com,Customer Name 1263,58,1705,79,1.9069127750002883,0.059441579258245114,11,284.43,23.7,15,1964,264,19,588.14,19,3,0,3,FR,female,push_app,internet
user_1264@example.com,Customer Name 1264,58,6461,112,-1.1111861150287985,0.836763304294198,49,2188.55,182.38,98,1180,107,3,370.23,0,0,0,8,FR,male,sms,mobile
user_1265@example.com,Customer Name 1265,36,1246,14,1.0482835359687455,0.029898234513800026,15,796.25,66.35,58,1955,279,5,256.77,26,0,0,7,DE,male,social,bundle
user_1266@example.com,Customer Name 1266,58,2511,93,-0.3616678208015345,-1.070132430036682,2,74.81,6.23,266,1843,56,8,213.38,12,4,0,8,ES,female,sms,tv
user_1267@example.com,Customer Name 1267,19,1761,69,1.6266182250391377,0.5297382615722588,5,171.11,14.26,16,1556,231,44,160.08,1,0,0,10,NL,female,push_app,tv
user_1268@example.com,Customer Name 1268,45,6643,49,-0.239778592823934,1.4044916140000472,29,732.66,61.06,65,1431,143,14,194.14,14,6,0,8,IT,male,web_display,tv
user_1269@example.com,Customer Name 1269,49,1596,18,0.5409882439815621,0.03928085842323592,16,468.01,39.0,99,1698,151,31,526.79,18,3,0,2,FR,male,sms,bundle
user_1270@example.com,Customer Name 1270,36,5787,51,-1.803186008615813,2.3183760706206833,53,3027.27,252.27,107,1883,154,2,145.14,24,8,0,8,IT,male,sms,bundle
user_1271@example.com,Customer Name 1271,33,5044,1,-1.19349154229822,0.957113672332788,47,1686.88,140.57,100,1589,21,5,102.34,24,0,0,7,NL,female,sms,internet
user_1272@example.com,Customer Name 1272,47,1332,27,0.9382735468990644,-0.26285270040621994,20,311.66,25.97,69,1776,251,61,1106.35,15,6,0,4,FR,female,web_display,mobile
user_1273@example.com,Customer Name 1273,39,1999,64,2.458322992644371,0.7688538212659952,11,216.38,18.03,60,1728,173,51,574.08,10,1,0,1,NL,female,web_display,tv
user_1274@example.com,Customer Name 1274,31,1546,60,0.6799450026021083,0.6410653616701831,6,216.4,18.03,66,1230,28,7,117.2,14,3,0,3,ES,male,sms,internet
user_1275@example.com,Customer Name 1275,69,1125,91,1.605648041517512,0.42317493291921293,7,523.01,43.58,16,699,9,0,40.45,5,0,0,5,IT,female,sms,bundle
user_1276@example.com,Customer Name 1276,18,5025,89,-1.4386802748082441,1.5505077381731582,30,1095.96,91.33,62,1117,19,2,31.69,13,6,0,10,FR,male,push_app,internet
user_1277@example.com,Customer Name 1277,62,4610,41,-1.041033708954382,0.7832680770531333,43,612.53,51.04,86,1424,135,30,583.52,26,8,0,8,FR,male,web_display,tv
user_1278@example.com,Customer Name 1278,19,1180,21,0.8332575935201043,0.11419656475929552,12,471.12,39.26,79,719,68,2,93.61,5,0,0,2,IT,female,sms,tv
user_1279@example.com,Customer Name 1279,39,1249,14,0.3628339481088487,-2.3664422000674064,1,56.82,4.73,251,1169,93,8,219.48,18,1,1,2,FR,male,web_display,internet
user_1280@example.com,Customer Name 1280,63,1368,116,-0.6352710228874116,-1.3547819010224655,2,103.1,8.59,201,176,9,0,27.11,4,0,0,8,FR,male,web_display,tv
user_1281@example.com,Customer Name 1281,50,1763,117,0.9724904450354248,0.8423830066017011,18,531.29,44.27,46,828,69,9,256.16,10,1,0,9,FR,male,web_display,bundle
user_1282@example.com,Customer Name 1282,32,7308,20,-1.8304955709856703,1.7052686767656962,37,2152.15,179.35,101,1292,106,17,67.38,3,0,0,10,IT,female,push_app,tv
user_1283@example.com,Customer Name 1283,67,2382,92,2.0662871774841935,-0.09643380548108643,8,433.15,36.1,12,913,11,0,19.88,25,12,0,1,FR,female,social,mobile
user_1284@example.com,Customer Name 1284,58,1893,85,1.6068773085007113,0.6685889750257559,8,176.42,14.7,46,1252,62,0,200.78,25,8,0,2,FR,male,web_display,mobile
user_1285@example.com,Customer Name 1285,39,5511,87,0.050730229995956666,0.8054372151740987,36,768.61,64.05,23,1836,32,6,67.46,27,12,0,4,ES,female,web_display,tv
